brand,date,id_val,model,price,year,Wheels,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Version,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train
GAZ,2019-01-27, ID: 1986331,3110 ,1800.0,2003,,Silver,Sedan,,Left,,,Astragalus,,,200000.0,Mechanical,
Honda,2019-01-27, ID: 1986318,CR-V ,4100.0,2000,,green,Truck:,,Left,,,Astragalus,,,210000.0,Automatic,
Ford,2019-01-27, ID: 1986310,Transit ,6800.0,2007,16,White,Furgon:,,Left,4.0,BERNATAR 2.4 MATOR,Diesel,2.4,Grey,128000.0,Mechanical,Rear
Infiniti,2019-01-27, ID: 1986282,EX35 ,12400.0,2011,,black,Truck:,,Left,,35,Petrol,,,70000.0,Automatic,
Ford,2019-01-27, ID: 1986262,Escape ,4200.0,2001,,green,Truck:,,Left,,,Astragalus,,,135000.0,Automatic,
Ford,2019-01-27, ID: 1986207,Explorer ,7200.0,2006,16,black,Truck:,210.0,Left,6.0,4.0 JAPAN,Petrol,4.0,Beige,142000.0,Automatic,Wheel drive
Honda,2019-01-27, ID: 1986185,Elysion ,5400.0,2006,,Silver,Minivan / Minibus,,Left,,,Petrol,,,86000.0,Automatic,
Honda,2019-01-27, ID: 1986178,Elysion ,5500.0,2006,,White,Minivan / Minibus,,Left,,2.4.Мат.4×4,Petrol,,,160000.0,Automatic,
Honda,2019-01-27, ID: 1986078,Elysion ,6500.0,2007,17,White,Minivan / Minibus,160.0,Left,4.0,,Petrol,2.4,black,104000.0,Automatic,Front
Infiniti,2019-01-27, ID: 1986063,FX35 ,6000.0,2005,,Golden,Truck:,,Left,,,Petrol,,,112000.0,Automatic,
Honda,2019-01-27, ID: 1986045,Fit ,2800.0,2002,14,red,Hatchback,86- 91,Right,4.0,1.3 benzin 1.3 gaz,Astragalus,1.3,Grey,218000.0,Variator:,Front
Honda,2019-01-27, ID: 1986018,Elysion ,5000.0,2006,16,White,Minivan / Minibus,160.0,Left,4.0,,Petrol,2.4,black,105000.0,Automatic,Front
Ford,2019-01-27, ID: 1985998,Transit ,10800.0,2003,,White,Furgon:,,Left,,dvux skat shat lav vichak,Diesel,,,123000.0,Mechanical,
Ford,2019-01-27, ID: 1985975,Transit ,6800.0,2005,,yellow,Furgon:,,Left,,115 dziauj,Diesel,,,170000.0,Mechanical,
Infiniti,2019-01-27, ID: 1985921,FX35 ,8200.0,2005,22,black,Universal,280.0,Left,6.0,RS,Astragalus,3.5,Beige,63000.0,Automatic,Rear
Chrysler,2019-01-27, ID: 1985852,Crossfire ,5200.0,2003,18,Grey,Coupe,218.0,Left,6.0,3.2L individual,Petrol,3.2,red,70000.0,Automatic,Rear
Infiniti,2019-01-27, ID: 1985805,FX35 ,8900.0,2006,,orange,Truck:,,Left,,,Astragalus,,,230000.0,Automatic,
Ford,2019-01-27, ID: 1985790,Focus ,7896.0,2011,,Silver,Hatchback,,Left,,,Petrol,,,80000.0,Automatic,
Ford,2019-01-27, ID: 1985726,Focus ,6800.0,2013,,Grey,Sedan,160.0,Left,,,Petrol,2.0,,82000.0,Automatic,Front
Infiniti,2019-01-27, ID: 1985666,FX35 ,8500.0,2007,20,black,Truck:,281.0,Left,6.0,SHAT SHTAP,Astragalus,3.5,Chestnut,11.0,Automatic,Wheel drive
Honda,2019-01-27, ID: 1985654,Domani ,2700.0,2000,,Silver,Sedan,,Right,,շատ շտապ,Astragalus,1.5,,117000.0,Automatic,Front
Infiniti,2019-01-27, ID: 1985644,QX70 ,19000.0,2014,,black,Truck:,,Left,,,Petrol,,,85000.0,Automatic,
Infiniti,2019-01-27, ID: 1985631,FX35 ,6900.0,2004,,White,Truck:,,Left,,SHAT SHTAPA,Petrol,,,250000.0,Automatic,
Honda,2019-01-27, ID: 1985628,Elysion ,4500.0,2006,17,Silver,Minivan / Minibus,160.0,Right,4.0,,Petrol,2.4,Grey,290000.0,Automatic,Wheel drive
Honda,2019-01-27, ID: 1985571,CR-V ,6600.0,2006,,White,Truck:,,Left,,,Petrol,,,200000.0,Automatic,
Honda,2019-01-27, ID: 1985448,Accord ,3100.0,2003,15,Silver,Sedan,,Right,4.0,Accord 2.0,Astragalus,2.0,black,105000.0,Automatic,Front
Honda,2019-01-27, ID: 1985433,Elysion ,4900.0,2005,,Silver,Minivan / Minibus,,Left,,,Petrol,,,82000.0,Automatic,
Ford,2019-01-27, ID: 1985416,Focus ,7500.0,2015,,black,Sedan,,Left,,,Petrol,,,89000.0,Automatic,
Ford,2019-01-27, ID: 1985389,Focus ,4700.0,2012,,cyan,Sedan,,Left,,MAQSAZERCUMOV,Petrol,,,150000.0,Automatic,
Honda,2019-01-27, ID: 1985385,Odyssey ,4000.0,2007,,Silver,Universal,,Left,,MAQSAZERCUMOV STAP,Petrol,,,168000.0,Automatic,
Ford,2019-01-27, ID: 1985288,Fusion ,9200.0,2013,,black,Sedan,,Left,,Se,Petrol,,,61000.0,Automatic,
Fiat,2019-01-26, ID: 1985143,Doblo ,5100.0,2008,14,Blue,Sedan,,Left,4.0,1.6L GAZ,Astragalus,1.6,Other color,145000.0,Mechanical,Front
Honda,2019-01-26, ID: 1985075,Elysion ,4800.0,2005,,Silver,Minivan / Minibus,,Left,,,Petrol,,,83000.0,Automatic,
Ford,2019-01-26, ID: 1985057,Transit ,5800.0,2002,25,Blue,Furgon:,100.0,Left,4.0,2.0 turbo mator,Diesel,2.0,Grey,190001.0,Mechanical,Front
Infiniti,2019-01-26, ID: 1985034,FX35 ,9400.0,2006,,black,Truck:,,Left,,RESTAYLING 4*4,Petrol,,,12200.0,Automatic,
Ford,2019-01-26, ID: 1985029,Galaxy ,4100.0,2001,,Silver,Minivan / Minibus,,Left,,Chia 2.8,Petrol,,,275000.0,Automatic,
Honda,2019-01-26, ID: 1985018,Odyssey ,6000.0,2005,,Silver,Minivan / Minibus,,Left,,,Petrol,,,260000.0,Automatic,
Hummer,2019-01-26, ID: 1985011,H2 ,21000.0,2004,,black,Truck:,,Left,,HUMMER,Petrol,,,90000.0,Automatic,
GAZ,2019-01-26, ID: 1984972,Соболь ,4200.0,2008,,Silver,Furgon:,,Left,,,Astragalus,,,11.0,Mechanical,
Honda,2019-01-26, ID: 1984911,Fit ,2500.0,2003,,Silver,Hatchback,,Right,,,Astragalus,,,200000.0,Variator:,
Honda,2019-01-26, ID: 1984903,Elysion ,5000.0,2005,,White,Minivan / Minibus,,Left,,2.4,Petrol,,,95000.0,Automatic,
Honda,2019-01-26, ID: 1984897,Elysion ,5000.0,2005,,White,Minivan / Minibus,,Left,,3.0,Petrol,,,85000.0,Automatic,
Jeep,2019-01-26, ID: 1984891,Grand Cherokee ,6000.0,2001,,Golden,Universal,,Left,,,Astragalus,,,120000.0,Automatic,
Honda,2019-01-26, ID: 1984840,Elysion ,5700.0,2006,17,black,Sedan,170.0,Left,6.0,2.4,Petrol,2.4,black,198000.0,Automatic,Front
Honda,2019-01-26, ID: 1984839,Elysion ,6000.0,2007,16,black,Minivan / Minibus,,Left,,Elysion 2.4DOHC,Petrol,,black,120000.0,Automatic,Front
GAZ,2019-01-26, ID: 1984838,31105 ,1400.0,2008,,orange,Sedan,,Left,,2.4,Astragalus,2.4,black,12000.0,Mechanical,
Honda,2019-01-26, ID: 1984473,Fit ,2800.0,2007,,yellow,Hatchback,,Right,,"1,5 wd",Petrol,,,170000.0,Variator:,
Honda,2019-01-26, ID: 1984472,Fit ,2800.0,2007,,yellow,Hatchback,,Right,,"1,5 wd",Petrol,,,170000.0,Variator:,
Jaguar,2019-01-26, ID: 1984400,XJ ,13000.0,2004,,White,Sedan,,Left,,,Petrol,,,150000.0,Automatic,
Honda,2019-01-26, ID: 1984345,Civic ,6000.0,2009,,Grey,Sedan,,Left,,,Petrol,,,140000.0,Automatic,
Infiniti,2019-01-26, ID: 1984295,FX35 ,19800.0,2011,,black,Sedan,,Left,,3.5,Astragalus,,,72000.0,Automatic,
Chrysler,2019-01-26, ID: 1984258,300 ,7300.0,2007,17,Grey,Sedan,,Left,6.0,,Petrol,2.7,black,84000.0,Automatic,Rear
Honda,2019-01-26, ID: 1984086,Pilot ,6150.0,2003,,black,Truck:,,Left,,,Astragalus,,,210000.0,Automatic,
Infiniti,2019-01-26, ID: 1983995,I30 ,1500.0,2000,,Silver,Sedan,,Left,,,Petrol,,,170000.0,Automatic,
Honda,2019-01-26, ID: 1983985,Fit ,2600.0,2005,,Grey,Hatchback,,Right,,,Petrol,,,120000.0,Automatic,
Chrysler,2019-01-25, ID: 1983862,200 ,1000.0,2015,,White,Sedan,,Left,,,Petrol,,,500000.0,Automatic,
Ford,2019-01-25, ID: 1983838,Transit ,5600.0,2011,,White,Minivan / Minibus,,Left,,,Petrol,,,192000.0,Automatic,
Honda,2019-01-25, ID: 1983784,Elysion ,4499.0,2004,16,White,Minivan / Minibus,159.0,Right,4.0,,Astragalus,2.3,black,140000.0,Automatic,Front
Honda,2019-01-25, ID: 1983775,Fit ,3800.0,2008,14,Silver,Hatchback,100.0,Right,4.0,1.3 mator ev hexuk gaz,Astragalus,1.3,Blue,137000.0,Variator:,Front
Honda,2019-01-25, ID: 1983733, ,6000.0,2007,16,black,Minivan / Minibus,,Left,,2.4DOHC,Petrol,2.4,black,120000.0,Automatic,Front
Honda,2019-01-25, ID: 1983518,Elysion ,6500.0,2004,17,White,Minivan / Minibus,,Right,6.0,,Astragalus,3.0,yellow,200000.0,Automatic,Front
Honda,2019-01-25, ID: 1983487,Fit ,4400.0,2008,15,Blue,Hatchback,100.0,Right,4.0,,Petrol,1.3,black,91000.0,Variator:,Front
Ford,2019-01-25, ID: 1982951,Fusion ,10000.0,2013,,White,Sedan,,Left,,,Petrol,,,128000.0,Automatic,
Honda,2019-01-25, ID: 1982938,Element ,6200.0,2005,,black,Universal,,Left,,,Astragalus,,,86000.0,Automatic,
Honda,2019-01-25, ID: 1982835,Fit ,3800.0,2008,14,black,Hatchback,100.0,Right,4.0,1.3,Petrol,1.3,Blue,140000.0,Variator:,Front
Honda,2019-01-25, ID: 1982710,Accord ,6800.0,2010,,White,Sedan,,Left,,2.4 DOHC,Petrol,,,140000.0,Automatic,
Honda,2019-01-25, ID: 1982707,CR-V ,9800.0,2010,,Silver,Universal,,Left,,,Petrol,,,108000.0,Automatic,
Honda,2019-01-25, ID: 1982404,Accord ,5000.0,2003,17,Grey,Sedan,200.0,Right,4.0,K24a,Petrol,2.4,Beige,90000.0,Automatic,Front
Honda,2019-01-24, ID: 1982285,Odyssey ,6500.0,2010,,Grey,Minivan / Minibus,,Left,,3.5,Petrol,,,187000.0,Automatic,
Infiniti,2019-01-24, ID: 1982281,FX35 ,9500.0,2007,,Chestnut,Truck:,,Left,,,Petrol,,,140000.0,Automatic,
Ford,2019-01-24, ID: 1982277,Explorer ,6200.0,2005,,White,Truck:,212.0,Left,6.0,"IV, 4WD",Petrol,4.0,Beige,137000.0,Automatic,Wheel drive
Honda,2019-01-24, ID: 1982216,Fit ,2700.0,2003,,White,Sedan,,Right,,,Petrol,,,192370.0,Automatic,
Ford,2019-01-24, ID: 1982212,Transit ,6500.0,2002,25,Blue,Furgon:,100.0,Left,4.0,2.0 turbo,Diesel,2.0,Grey,190000.0,Mechanical,Front
Ford,2019-01-24, ID: 1982188,Focus ,5400.0,2010,,Silver,Sedan,,Left,,Ford Focus 1.6,Astragalus,,,155000.0,Mechanical,
Ford,2019-01-24, ID: 1982186,Transit ,4400.0,2001,,red,Sedan,,Left,,"100 DIAUJ, BLAKIROVKA",Diesel,,,200000.0,Mechanical,
Ford,2019-01-24, ID: 1982177,Transit ,8800.0,2008,,orange,Sedan,,Left,,GAZ BENZIN,Astragalus,,,140000.0,Mechanical,
Honda,2019-01-24, ID: 1982162,CR-V ,5700.0,2004,,Golden,Universal,,Left,,2.4 mator Gaz,Petrol,,,128000.0,Automatic,
Honda,2019-01-24, ID: 1982133,Fit ,2.0618556701030926,2002,,Silver,Sedan,,Right,,,Petrol,,,282000.0,Automatic,
Ford,2019-01-24, ID: 1982119,Focus ,4700.0,2011,,cyan,Sedan,,Left,,Maqsazercumov,Petrol,,,150000.0,Automatic,
Honda,2019-01-24, ID: 1982043,CR-V ,10750.0,2010,17,black,Universal,,Left,4.0,Restyling,Petrol,2.4,Beige,50000.0,Automatic,Front
Ford,2019-01-24, ID: 1981995,Այլ/Օther ,2600.0,2006,,Silver,Universal,,Left,,,Diesel,,,350000.0,Mechanical,
Honda,2019-01-24, ID: 1981695,Elysion ,9200.0,2007,,White,Minivan / Minibus,,Right,,JAPAN,Petrol,,,78000.0,Automatic,
Honda,2019-01-24, ID: 1981677,Elysion ,6200.0,2004,,White,Minivan / Minibus,,Right,,JAPAN,Petrol,,,118000.0,Automatic,
Chrysler,2019-01-24, ID: 1981513,300 ,5500.0,2005,,Other color,Sedan,,Left,,,Petrol,,,180000.0,Automatic,
GAZ,2019-01-24, ID: 1981267,Газель ,1800.0,2005,,White,Minivan / Minibus,,Left,,,Astragalus,,,10.0,Mechanical,
Honda,2019-01-24, ID: 1981233,Elysion ,6900.0,2008,17,White,Minivan / Minibus,,Left,,,Petrol,2.4,black,138000.0,Automatic,Front
Infiniti,2019-01-24, ID: 1981214,QX4 ,6200.0,2001,,White,Truck:,,Left,,,Astragalus,,,150000.0,Automatic,
Ford,2019-01-24, ID: 1981080,Focus ,5300.0,2013,,White,Sedan,,Left,,2.litr,Petrol,,,147000.0,Automatic,
Infiniti,2019-01-24, ID: 1980982,FX35 ,16300.0,2009,,White,Truck:,,Left,,4X4 QARSHAK,Petrol,,,70000.0,Automatic,
Infiniti,2019-01-24, ID: 1980938,M35 ,6200.0,2006,,black,Sedan,,Right,,3.5 Fuga,Astragalus,3.5,black,130000.0,Automatic,
Honda,2019-01-24, ID: 1980875,CR-V ,14000.0,2012,17,Blue,Truck:,186.0,Left,,"EXL 2,4 AWD",Petrol,2.4,Grey,85000.0,Automatic,Wheel drive
Honda,2019-01-24, ID: 1980845,Elysion ,4300.0,2005,17,White,Minivan / Minibus,160.0,Left,4.0,G AERO DZAX RUYL AUCTION 4 BAL,Petrol,2.4,black,145000.0,Automatic,
Ford,2019-01-24, ID: 1980731,Mustang ,23500.0,2015,,red,Coupe,,Left,,,Petrol,,,82000.0,Automatic,
Honda,2019-01-24, ID: 1980728,Fit ,3100.0,2005,15,Blue,Hatchback,,Right,4.0,fit,Petrol,1.3,Grey,198000.0,Variator:,Wheel drive
Honda,2019-01-24, ID: 1980667,Accord ,14000.0,2014,,black,Sedan,,Left,,2.4 FULL SPORT,Petrol,,,95000.0,Automatic,
Honda,2019-01-24, ID: 1980641,CR-V ,3700.0,2001,,black,Truck:,,Left,,,Astragalus,,,208000.0,Automatic,
GAZ,2019-01-23, ID: 1980372,31105 ,2000.0,2008,,Silver,Sedan,,Left,,,Astragalus,,,200000.0,Mechanical,
Honda,2019-01-23, ID: 1980361,Elysion ,6000.0,2006,,White,Minivan / Minibus,,Right,,2.4 benzin,Petrol,,,133333.0,Automatic,
Ford,2019-01-23, ID: 1980322,Transit ,6200.0,2007,,Silver,Minivan / Minibus,,Left,,,Diesel,,,86000.0,Mechanical,
Honda,2019-01-23, ID: 1980253,Accord ,3900.0,2002,,Silver,Sedan,,Right,,,Astragalus,,,184000.0,Automatic,
Honda,2019-01-23, ID: 1980228,Inspire ,6500.0,2008,,Grey,Sedan,,Right,,3.5 FULL,Petrol,,,80000.0,Automatic,
Honda,2019-01-23, ID: 1980167,CR-V ,7500.0,2006,,White,Truck:,,Left,,,Astragalus,,,130000.0,Automatic,
Jeep,2019-01-23, ID: 1980024,Grand Cherokee ,6500.0,2005,,black,Truck:,,Left,,4×4 LAREDO farsunka gaz 2.4,Astragalus,,,164000.0,Automatic,
Honda,2019-01-23, ID: 1979822,Elysion ,7200.0,2007,,black,Minivan / Minibus,,Left,,Elysion prestige,Petrol,,,150000.0,Automatic,
Jeep,2019-01-23, ID: 1979435,Wrangler ,37000.0,2013,,Grey,Truck:,,Left,,,Petrol,,,70000.0,Automatic,
Infiniti,2019-01-23, ID: 1979390,FX35 ,15400.0,2010,,Silver,Truck:,,Left,,,Petrol,,,99300.0,Automatic,
Infiniti,2019-01-23, ID: 1979218,FX35 ,16200.0,2011,18,black,Truck:,,Left,6.0,,Petrol,3.5,black,119407.0,Automatic,Wheel drive
Ford,2019-01-23, ID: 1979184,Focus ,7800.0,2012,17,Other color,Hatchback,160.0,Left,4.0,2.0 DOCH FULL SEL,Petrol,2.0,Other color,85000.0,Automatic,Front
Ford,2019-01-23, ID: 1979182,Focus ,7800.0,2012,17,Other color,Hatchback,160.0,Left,4.0,2.0 DOCH FULL SEL,Petrol,2.0,Other color,85000.0,Automatic,Front
Ford,2019-01-23, ID: 1979181,Focus ,7800.0,2012,17,Other color,Hatchback,160.0,Left,4.0,2.0 DOCH FULL SEL,Petrol,2.0,Other color,85000.0,Automatic,Front
Infiniti,2019-01-23, ID: 1979104,FX35 ,7500.0,2004,,black,Truck:,,Left,,,Petrol,,,150000.0,Automatic,
Ford,2019-01-23, ID: 1979051,Focus ,6200.0,2011,,White,Sedan,,Left,,Ford focus,Petrol,,,126000.0,Automatic,
Ford,2019-01-23, ID: 1979015,Transit ,6200.0,2001,,White,Minivan / Minibus,,Left,,2.4 turbo,Diesel,,,182000.0,Mechanical,
Ford,2019-01-23, ID: 1978968,Transit ,6800.0,2005,,yellow,Furgon:,,Left,,,Diesel,,,170000.0,Mechanical,
GAZ,2019-01-23, ID: 1978910,3110 ,1800.0,2002,,White,Sedan,,Left,,,Astragalus,,,100000.0,Mechanical,
GAZ,2019-01-23, ID: 1978909,3110 ,1800.0,2002,,White,Sedan,,Left,,,Astragalus,,,100000.0,Mechanical,
Honda,2019-01-23, ID: 1978863,Pilot ,8.24742268041237,2005,,White,Truck:,,Left,,,Petrol,,,200000.0,Automatic,
Honda,2019-01-22, ID: 1978816,Odyssey ,4900.0,2006,,Beige,Minivan / Minibus,,Left,,3.5,Petrol,,,173000.0,Automatic,
Honda,2019-01-22, ID: 1978806,Odyssey ,7500.0,2009,,Grey,Universal,,Left,,"ՇՏԱՊ,8ՆՍՏԱՏԵՂ,Նոր է բերված",Petrol,3.5,,136000.0,Automatic,
Ford,2019-01-22, ID: 1978798,Mondeo ,3500.0,2006,,Silver,Sedan,145.0,Left,,,Astragalus,2.0,,186000.0,Automatic,Front
Honda,2019-01-22, ID: 1978782,Elysion ,5500.0,2005,17,Golden,Minivan / Minibus,160.0,Left,4.0,JAPAN,Petrol,2.4,Beige,162000.0,Automatic,Front
Ford,2019-01-22, ID: 1978778,Transit ,6800.0,2002,,White,Pickup,,Left,,2.4 Turbo Dizel,Diesel,2.4,,230000.0,Mechanical,Rear
Honda,2019-01-22, ID: 1978687,Elysion ,5800.0,2005,17,black,Minivan / Minibus,,Right,4.0,2.4,Astragalus,2.4,Grey,190000.0,Automatic,Front
Ford,2019-01-22, ID: 1978650,Mondeo ,1000.0,2006,,Blue,Sedan,,Left,,The,Astragalus,,,458.0,Mechanical,
Ford,2019-01-22, ID: 1978616,Fusion ,8500.0,2014,,red,Sedan,,Left,,,Petrol,,,99000.0,Automatic,
Honda,2019-01-22, ID: 1978551,Fit ,3500.0,2005,14,Silver,Sedan,110.0,Right,4.0,HONDA Fit 1.5 RS sport Gaz,Astragalus,1.5,black,100000.0,Automatic,Front
Ford,2019-01-22, ID: 1978530,Focus ,4000.0,2006,,Blue,Hatchback,,Left,,,Petrol,,,240000.0,Automatic,
Infiniti,2019-01-22, ID: 1978520,FX35 ,7300.0,2003,,White,Sedan,,Left,,,Petrol,,Grey,270000.0,Automatic,
Ford,2019-01-22, ID: 1978507,Fusion ,7100.0,2013,,White,Sedan,,Left,,2.5,Petrol,2.5,Beige,77199.0,Automatic,Front
GAZ,2019-01-22, ID: 1978388,Газель ,5500.0,2007,,White,Sedan,,Left,,GAZEL 2007,Astragalus,,,98000.0,Mechanical,
Infiniti,2019-01-22, ID: 1977957,EX35 ,10500.0,2008,,black,Universal,,Left,,,Petrol,,,97000.0,Automatic,
Infiniti,2019-01-22, ID: 1977940,FX35 ,7500.0,2005,,White,Truck:,,Left,,,Petrol,,,200000.0,Automatic,
Honda,2019-01-22, ID: 1977725,Odyssey ,5900.0,2006,,Grey,Universal,,Left,,SHTAP. FULL,Petrol,,,177000.0,Automatic,
Infiniti,2019-01-22, ID: 1977674,FX35 ,15900.0,2011,,black,Truck:,,Left,,fx35,Astragalus,,,102000.0,Automatic,
Honda,2019-01-22, ID: 1977220,Odyssey ,7.422680412371134,2009,,Blue,Minivan / Minibus,,Left,,3.5,Petrol,,,200000.0,Automatic,
Honda,2019-01-22, ID: 1977195,Odyssey ,4500.0,2004,,Golden,Sedan,,Left,,3.5 tarm meqena,Petrol,,,165000.0,Automatic,
Ford,2019-01-22, ID: 1977151,Focus ,67000.0,2013,,Silver,Sedan,,Left,,,Petrol,,,150000.0,Automatic,
Infiniti,2019-01-22, ID: 1977133,QX56 ,10800.0,2006,,black,Universal,,Left,,,Petrol,,,162000.0,Automatic,
Honda,2019-01-21, ID: 1977057,Elysion ,6500.0,2006,,black,Universal,,Right,,,Astragalus,,,210.0,Automatic,
Honda,2019-01-21, ID: 1977037,Civic ,2300.0,2003,,White,Sedan,,Right,,1.7 CNG,Astragalus,,,160000.0,Variator:,
Infiniti,2019-01-21, ID: 1977027,EX35 ,12500.0,2010,,black,Universal,,Left,,,Petrol,,,73000.0,Automatic,
Infiniti,2019-01-21, ID: 1977023,EX35 ,10000.0,2008,,black,Universal,,Left,,,Petrol,,,140000.0,Automatic,
Infiniti,2019-01-21, ID: 1977002,FX35 ,15300.0,2011,,Grey,Universal,,Left,,QX70,Petrol,,,76000.0,Automatic,
Ford,2019-01-21, ID: 1976905,Transit ,5300.0,2000,,White,Universal,,Left,,,Diesel,,,157000.0,Mechanical,
Honda,2019-01-21, ID: 1976888,Fit ,3300.0,2003,,White,Hatchback,,Right,,1.5,Petrol,1.5,black,104000.0,Automatic,
Infiniti,2019-01-21, ID: 1976879,G35 ,6700.0,2008,,black,Sedan,,Left,,,Petrol,,,125000.0,Automatic,
Infiniti,2019-01-21, ID: 1976748,FX35 ,11900.0,2007,,Beige,Truck:,,Left,,,Petrol,,,81360.0,Automatic,
Honda,2019-01-21, ID: 1976430,Elysion ,6700.0,2007,,black,Universal,,Left,,,Petrol,,,90000.0,Automatic,
Honda,2019-01-21, ID: 1976429,Elysion ,6700.0,2007,,black,Universal,,Left,,,Petrol,,,90000.0,Automatic,
Chrysler,2019-01-21, ID: 1976388,Town & Country ,4500.0,2005,,black,Minivan / Minibus,,Left,,,Astragalus,,,170000.0,Automatic,
Honda,2019-01-21, ID: 1976268,Accord ,8000.0,2010,,Other color,Sedan,,Left,,,Petrol,,,175000.0,Automatic,
Ford,2019-01-21, ID: 1976267,Fusion ,3900.0,2008,,Grey,Hatchback,,Left,,1.4,Petrol,,,200000.0,Mechanical,
Honda,2019-01-21, ID: 1976254,Fit ,3000.0,2005,,black,Hatchback,,Right,,,Astragalus,,,150000.0,Variator:,
Infiniti,2019-01-21, ID: 1975970,Q50 ,20500.0,2014,,black,Sedan,,Left,,,Petrol,,,60000.0,Automatic,
Ford,2019-01-21, ID: 1975967,Focus ,8800.0,2015,,Grey,Hatchback,,Left,,2,Petrol,,,40000.0,Automatic,
Honda,2019-01-21, ID: 1975958,Fit ,3950.0,2008,14,Silver,Hatchback,100.0,Right,4.0,"1,3 i-vtec (հեղուկ գազ)",Astragalus,1.3,,154000.0,Variator:,Front
Honda,2019-01-21, ID: 1975953,Odyssey ,9500.0,2009,,Silver,Minivan / Minibus,,Left,,,Petrol,,,112000.0,Automatic,
Honda,2019-01-21, ID: 1975946,Fit ,3700.0,2009,,Silver,Sedan,,Left,,SHTAPP,Petrol,,,115000.0,Automatic,
Honda,2019-01-21, ID: 1975911,Accord ,6200.0,2008,,Silver,Sedan,,Right,,3.5L 280hp ecco,Petrol,,,79000.0,Automatic,
Jeep,2019-01-21, ID: 1975714,Grand Cherokee ,5400.0,2005,,White,Truck:,,Left,,,Astragalus,,,175000.0,Automatic,
Honda,2019-01-21, ID: 1975527,Elysion ,5300.0,2006,,black,Minivan / Minibus,,Left,,"7ՆՍՏԱՏԵՂ,,Նոր բերված Ճապոնիա",Petrol,2.4,,116000.0,Automatic,
Ford,2019-01-21, ID: 1975461,Focus ,7300.0,2011,,White,Sedan,,Left,,,Petrol,,,150000.0,Automatic,
Infiniti,2019-01-21, ID: 1975420,FX45 ,9500.0,2003,,Other color,Universal,,Left,,,Astragalus,,,200000.0,Automatic,
Honda,2019-01-21, ID: 1975405,Pilot ,20500.0,2012,,black,Truck:,,Left,,3.5,Petrol,,,64000.0,Automatic,
Honda,2019-01-21, ID: 1975384,Fit ,2100.0,2005,,orange,Hatchback,,Right,,1.3,Petrol,,,112000.0,Automatic,
Honda,2019-01-21, ID: 1975376,CR-V ,6850.0,2005,,black,Truck:,,Left,,2.4 ivtek cepov,Petrol,,,142000.0,Automatic,
Honda,2019-01-21, ID: 1975373,CR-V ,6900.0,2006,,black,Truck:,,Left,,2.4 ivtek cepov,Petrol,,,147000.0,Automatic,
Honda,2019-01-20, ID: 1975263,Fit ,1750.0,2002,,cyan,Hatchback,,Right,,,Petrol,,,163000.0,Automatic,
Infiniti,2019-01-20, ID: 1975252,FX35 ,8000.0,2003,,White,Truck:,,Left,,,Petrol,,,220000.0,Automatic,
Honda,2019-01-20, ID: 1975234,Elysion ,4700.0,2006,,White,Universal,,Left,,Nor,Petrol,,,107000.0,Automatic,
Ford,2019-01-20, ID: 1975167,Transit ,4950.0,2005,15,White,Furgon:,,Left,4.0,BERNATAR 2.0 MATOR PRASTOY FARSU,Diesel,2.0,Grey,180000.0,Mechanical,Front
Ford,2019-01-20, ID: 1975154,Escape ,5500.0,2004,16,black,Truck:,203.0,Left,6.0,,Astragalus,3.0,black,205000.0,Automatic,Wheel drive
Infiniti,2019-01-20, ID: 1974987,FX35 ,7800.0,2004,20,black,Truck:,280.0,Left,6.0,,Petrol,3.5,black,145000.0,Automatic,Wheel drive
Honda,2019-01-20, ID: 1974894,Fit ,6500.0,2012,,Silver,Hatchback,,Right,,Hybrid,Hybrid:,,,180000.0,Variator:,
Infiniti,2019-01-20, ID: 1974842,FX35 ,21000.0,2013,,White,Truck:,,Left,,FX37,Petrol,,,105000.0,Automatic,
Fiat,2019-01-20, ID: 1974809,Bravo ,4000.0,2008,,red,Hatchback,,Left,,1.4t-jet,Petrol,,,167000.0,Mechanical,
Honda,2019-01-20, ID: 1974796,CR-V ,4200.0,2002,,White,Truck:,,Left,,2.0 4x4,Petrol,,,230000.0,Automatic,
Infiniti,2019-01-20, ID: 1974760,QX70 ,21000.0,2014,,black,Universal,,Left,,,Petrol,,,86000.0,Automatic,
Honda,2019-01-20, ID: 1974755,Elysion ,5600.0,2005,,White,Minivan / Minibus,,Right,,2.4,Petrol,,,122000.0,Automatic,
Infiniti,2019-01-20, ID: 1974754,FX35 ,21000.0,2014,,black,Universal,,Left,,,Petrol,,,86000.0,Automatic,
Jeep,2019-01-20, ID: 1974684,Wrangler ,26800.0,2007,,Blue,Truck:,,Left,,Sahara,Petrol,,,105000.0,Automatic,
Honda,2019-01-20, ID: 1974519,Accord ,5300.0,2006,,Silver,Sedan,,Right,,,Petrol,,,97000.0,Automatic,
Honda,2019-01-20, ID: 1974424,Civic ,2700.0,2000,,Silver,Sedan,,Right,,Honda Domani,Astragalus,1.5,Grey,117000.0,Automatic,Front
Infiniti,2019-01-20, ID: 1974173,FX35 ,11000.0,2006,,black,Truck:,,Left,,"Japan, restailing",Petrol,,,131000.0,Automatic,
