brand,date,id_val,model,price,year,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train,sold
184,Nissan,2018-08-04, ID: 1772298,Teana ,4700.0,2006,Silver,Sedan,173.0,Right,6.0,Astragalus,2.3,Beige,120000.0,Automatic,Front,No
185,BMW,2018-08-04, ID: 1772174,X5 ,15300.0,2008,White,Truck:,,Left,,Petrol,,,210000.0,Automatic,,No
186,Hyundai,2018-08-04, ID: 1771975,Veloster ,9.105154639175256,2011,Grey,Hatchback,138.0,Left,4.0,Petrol,1.6,Grey,61000.0,Kiaavtomat,Front,Yes
187,Toyota,2018-08-04, ID: 1772362,Hiace ,17000.0,2015,White,Minivan / Minibus,,Left,,Diesel,,,14300.0,Mechanical,,No
188,Volkswagen,2018-08-04, ID: 1772422,Passat ,3400.0,2003,Other color,Sedan,,Left,,Petrol,,,110000.0,Automatic,,No
189,Nissan,2018-08-04, ID: 1772523,Maxima ,10500.0,2013,black,Sedan,,Left,,Petrol,3.5,black,78000.0,Automatic,Rear,No
190,BMW,2018-08-04, ID: 1772445,745 ,8000.0,2002,black,Sedan,,Left,,Astragalus,,,7777.0,Automatic,,No
191,Toyota,2018-08-04, ID: 1772383,Passo ,3300.0,2006,black,Hatchback,,Right,,Petrol,1.0,black,110000.0,Automatic,,No
192,Toyota,2018-08-04, ID: 1772384,Passo ,3300.0,2006,black,Hatchback,,Right,,Petrol,1.0,black,110000.0,Automatic,,No
193,Nissan,2018-08-04, ID: 1772473,Elgrand ,7200.0,2006,Grey,Minivan / Minibus,186.0,Right,6.0,Petrol,2.5,Beige,139000.0,Automatic,Wheel drive,No
194,Toyota,2018-08-04, ID: 1772461,Rav 4 ,5.938144329896907,2001,Silver,Truck:,,Left,,Petrol,,,170000.0,Automatic,,No
195,Mercedes-Benz,2018-08-04, ID: 1772486,E 240 ,7900.0,2003,Silver,Sedan,,Left,,Petrol,,,69000.0,Automatic,,No
196,Mercedes-Benz,2018-08-04, ID: 1772368,S 320 ,6550.0,2000,Silver,Sedan,,Left,,Petrol,3.2,black,135000.0,Automatic,,Yes
197,Nissan,2018-08-04, ID: 1771947,Cube ,2.9690721649484537,2006,black,Hatchback,,Right,,Petrol,,,133000.0,Automatic,,No
198,Toyota,2018-08-04, ID: 1772385,Passo ,3300.0,2006,black,Hatchback,,Right,,Petrol,1.0,black,110000.0,Automatic,,No
199,Honda,2018-08-04, ID: 1772033,Accord ,2.9690721649484537,2000,green,Sedan,,Left,,Petrol,,,173555.0,Automatic,,No
200,Toyota,2018-08-04, ID: 1771993,Belta ,5000.0,2006,White,Sedan,75.0,Right,4.0,Astragalus,1.3,Other color,170000.0,Automatic,Front,No
201,BMW,2018-08-04, ID: 1772448,320 ,6200.0,2004,black,Sedan,,Left,,Petrol,2.2,,52000.0,Automatic,,No
202,Nissan,2018-08-04, ID: 1771989,Pathfinder ,8500.0,2004,black,Truck:,,Left,,Astragalus,,,162000.0,Automatic,,No
203,Mercedes-Benz,2018-08-04, ID: 1772486,E 260 ,7700.0,2002,Silver,Sedan,,Left,,Petrol,,,69000.0,Automatic,,No
204,Nissan,2018-08-04, ID: 1772391,Elgrand ,5400.0,2002,White,Minivan / Minibus,,Right,,Petrol,,,206000.0,Automatic,,No
205,Toyota,2018-08-04, ID: 1772108,Avalon ,9000.0,2007,Silver,Sedan,,Left,,Astragalus,,,98000.0,Automatic,,No
206,BMW,2018-08-04, ID: 1772373,318 ,4300.0,2000,black,Sedan,,Left,,Petrol,,,145000.0,Mechanical,,No
207,GAZ,2018-08-04, ID: 1772249,ГАЗ ,5.443298969072165,2009,White,Furgon:,,Left,,Petrol,,,200000.0,Mechanical,,No
208,Kia,2018-08-04, ID: 1772399,Optima ,10500.0,2015,Blue,Sedan,,Left,,Petrol,2.4,Beige,30000.0,Automatic,,No
209,Lexus,2018-08-04, ID: 1772142,RX 350 ,60000.0,2018,black,Truck:,,Left,,Petrol,,,4700.0,Automatic,,No
210,Nissan,2018-08-04, ID: 1772342,Tiida ,3800.0,2005,Silver,Sedan,,Left,,Petrol,,,48000.0,Variator:,,No
211,Nissan,2018-08-04, ID: 1772317,Altima ,8800.0,2013,White,Sedan,180.0,Left,,Petrol,2.5,black,44000.0,Automatic,,No
212,Toyota,2018-08-04, ID: 1772311,Altezza ,4600.0,2001,Blue,Sedan,210.0,Right,4.0,Petrol,2.0,black,175000.0,Mechanical,Rear,Yes
213,Mercedes-Benz,2018-08-04, ID: 1772302,E 200 ,27500.0,2014,black,Sedan,184.0,Left,,Petrol,2.0,black,62000.0,Automatic,Rear,No
214,Nissan,2018-08-04, ID: 1772489,Teana ,4300.0,2003,Silver,Sedan,,Right,,Astragalus,,,150000.0,Automatic,,No
215,Lexus,2018-08-04, ID: 1772176,LX 470 ,17.616494845360826,2006,White,Truck:,,Left,,Petrol,,,95000.0,Automatic,,No
216,Mercedes-Benz,2018-08-05, ID: 1773046,E 200 ,22300.0,2013,black,Sedan,,Left,,Petrol,,,139000.0,Automatic,,No
217,Mercedes-Benz,2018-08-05, ID: 1772604,S 320 ,8000.0,2000,White,Sedan,,Left,,Petrol,,,60000.0,Automatic,,No
218,Nissan,2018-08-05, ID: 1773003,Note ,3000.0,2005,White,Hatchback,110.0,Right,10.0,Astragalus,1.6,black,17000.0,Automatic,,No
219,Toyota,2018-08-05, ID: 1772632,Camry ,15200.0,2015,black,Sedan,,Left,4.0,Petrol,2.5,black,68500.0,Automatic,Front,No
220,Toyota,2018-08-05, ID: 1772968,Camry ,10700.0,2012,black,Sedan,178.0,Left,4.0,Petrol,,black,59000.0,Automatic,Front,No
221,Nissan,2018-08-05, ID: 1772532,March ,3.0680412371134023,2007,Silver,Hatchback,90.0,Right,,Astragalus,1.2,,140000.0,Automatic,Front,No
222,Hyundai,2018-08-05, ID: 1772646,i30 ,6.235051546391753,2008,black,Hatchback,,Left,,Petrol,,,64000.0,Automatic,,No
223,Opel,2018-08-05, ID: 1772959,Vectra B ,3200.0,2000,Silver,Sedan,,Left,,Petrol,,,185066.0,Mechanical,,No
224,Mercedes-Benz,2018-08-05, ID: 1772666,C 280 ,4500.0,2000,Silver,Sedan,,Left,,Petrol,,,104785.0,Automatic,,No
225,Nissan,2018-08-05, ID: 1772942,Tiida ,3400.0,2005,Other color,Hatchback,,Right,,Astragalus,,,11111.0,Automatic,,No
226,Toyota,2018-08-05, ID: 1772951,Camry ,9.698969072164946,2011,black,Sedan,278.0,Left,6.0,Petrol,3.5,black,84000.0,Automatic,Front,No
227,Lexus,2018-08-05, ID: 1773224,RX 300 ,6000.0,2001,Grey,Truck:,,Left,,Astragalus,,,165000.0,Automatic,,No
228,Opel,2018-08-05, ID: 1772967,Zafira ,3700.0,2001,Blue,Universal,,Left,,Astragalus,,,269997.0,Automatic,,Yes
229,Nissan,2018-08-05, ID: 1772529,Note ,3000.0,2005,White,Hatchback,109.0,Right,,Astragalus,1.5,black,170000.0,Automatic,Front,No
230,Lexus,2018-08-05, ID: 1772759,GX 470 ,11500.0,2004,Blue,Truck:,,Left,,Petrol,,,155000.0,Automatic,,No
231,Mercedes-Benz,2018-08-05, ID: 1772943,A 200 ,4200.0,2005,Silver,Hatchback,,Left,,Petrol,,,131000.0,Automatic,,Yes
232,Mercedes-Benz,2018-08-05, ID: 1772898,ML 350 ,5500.0,2003,black,Truck:,,Left,,Petrol,,,130.0,Automatic,,No
233,Honda,2018-08-05, ID: 1772918,Odyssey ,5900.0,2006,Silver,Minivan / Minibus,,Left,,Petrol,,,160000.0,Automatic,,Yes
234,Opel,2018-08-05, ID: 1772847,Astra ,5200.0,2008,White,Hatchback,138.0,Left,4.0,Petrol,1.8,Grey,130000.0,Mechanical,Front,No
235,Mazda,2018-08-05, ID: 1773143,CX7 ,8500.0,2007,black,Truck:,,Left,,Astragalus,,,70000.0,Automatic,,No
236,Land Rover,2018-08-05, ID: 1772530,Freelander ,5950.0,2002,green,Truck:,177.0,Left,6.0,Petrol,2.5,Grey,188600.0,Automatic,Wheel drive,No
237,Mercedes-Benz,2018-08-05, ID: 1772926,CLS 350 ,9800.0,2005,Silver,Sedan,,Left,,Petrol,,,119000.0,Automatic,,No
238,Nissan,2018-08-05, ID: 1772667,Pathfinder ,11500.0,2007,White,Truck:,,Left,,Petrol,,,136000.0,Automatic,,No
239,Infiniti,2018-08-05, ID: 1773190,FX35 ,14000.0,2009,black,Truck:,,Left,,Petrol,,,165000.0,Automatic,,No
240,Nissan,2018-08-05, ID: 1772924,Teana ,4100.0,2007,green,Sedan,,Left,,Petrol,,black,115547.0,Automatic,,No
241,BMW,2018-08-05, ID: 1772884,X5 ,5900.0,2000,black,Universal,,Left,,Astragalus,,,260000.0,Automatic,,No
242,Mercedes-Benz,2018-08-05, ID: 1772883,C 300 ,9650.0,2008,Grey,Sedan,,Left,,Petrol,,,107000.0,Automatic,,No
243,Mercedes-Benz,2018-08-05, ID: 1772782,E 320 ,6100.0,2001,black,Sedan,224.0,Left,8.0,Astragalus,3.2,black,203333.0,Automatic,Rear,No
244,Nissan,2018-08-05, ID: 1772751,Xterra ,7.818556701030928,2006,black,Truck:,,Left,,Petrol,,,180000.0,Automatic,,No
245,Mercedes-Benz,2018-08-05, ID: 1772748,S 400 ,6.43298969072165,2000,Silver,Sedan,,Left,,Diesel,,,250000.0,Kiaavtomat,,No
246,Nissan,2018-08-05, ID: 1772680,X-Trail ,5800.0,2003,White,Universal,,Left,,Astragalus,,,133000.0,Automatic,,No
247,Nissan,2018-08-05, ID: 1772875,Note ,3000.0,2005,White,Hatchback,19.0,Right,8.0,Astragalus,1.5,black,170000.0,Automatic,Front,No
248,VAZ(Lada),2018-08-05, ID: 1773203,2112 ,2500.0,2007,black,Hatchback,,Left,,Astragalus,,,200000.0,Mechanical,,No
249,Kia,2018-08-05, ID: 1772755,Sportage ,16500.0,2014,Silver,Truck:,,Left,,Petrol,,,760000.0,Automatic,,No
250,Jeep,2018-08-05, ID: 1772564,Wrangler ,11.876288659793815,2007,Blue,Truck:,,Left,,Petrol,3.8,Grey,100000.0,Automatic,Wheel drive,No
251,Nissan,2018-08-05, ID: 1773145,Teana ,4200.0,2006,White,Sedan,,Right,,Astragalus,,,110000.0,Automatic,,No
252,Niva,2018-08-05, ID: 1772928,2121 ,5000.0,2010,White,Truck:,,Left,,Astragalus,,,140001.0,Mechanical,,No
253,Nissan,2018-08-05, ID: 1773110,X-Trail ,6600.0,2007,red,Truck:,150.0,Right,,Astragalus,2.0,Grey,168000.0,Automatic,Wheel drive,No
254,Honda,2018-08-05, ID: 1773168,CR-V ,8000.0,2008,black,Truck:,170.0,Left,4.0,Petrol,2.4,black,140000.0,Automatic,Wheel drive,No
255,Hyundai,2018-08-05, ID: 1773219,Elantra ,7.7195876288659795,2011,White,Sedan,135.0,Left,,Petrol,1.6,black,125000.0,Mechanical,Front,No
256,Opel,2018-08-05, ID: 1772556,Astra ,3.463917525773196,2000,Blue,Hatchback,,Left,,Astragalus,2.2,black,20000.0,Automatic,,No
257,BMW,2018-08-05, ID: 1773070,320 ,6.43298969072165,2003,White,Sedan,,Left,,Petrol,,,96000.0,Automatic,,No
258,Hyundai,2018-08-05, ID: 1773032,Santa Fe ,8800.0,2009,Silver,Truck:,,Left,,Petrol,,,97000.0,Automatic,,No
259,Toyota,2018-08-05, ID: 1773214,Camry ,6500.0,2008,White,Sedan,,Right,,Astragalus,2.4,Grey,153000.0,Automatic,Wheel drive,No
260,Mercedes-Benz,2018-08-05, ID: 1773136,G 500 ,32.65979381443299,2003,Silver,Truck:,297.0,Left,,Petrol,5.0,black,168000.0,Automatic,,No
261,Hyundai,2018-08-05, ID: 1773218,Elantra ,7.7195876288659795,2011,White,Sedan,135.0,Left,,Petrol,1.6,black,125000.0,Mechanical,Front,No
262,Toyota,2018-08-05, ID: 1773211,Rav 4 ,9200.0,2009,red,Truck:,,Left,,Petrol,,,240000.0,Automatic,,No
263,Nissan,2018-08-05, ID: 1773073,X-Trail ,4.2556701030927835,2002,black,Truck:,,Right,,Petrol,,,128000.0,Automatic,,No
264,Porsche,2018-08-05, ID: 1772562,Cayenne ,15000.0,2005,White,Truck:,340.0,Left,8.0,Petrol,4.5,Beige,146000.0,Automatic,Wheel drive,No
265,Toyota,2018-08-05, ID: 1773242,Land Cruiser Prado ,27.711340206185568,2011,White,Truck:,,Left,,Petrol,,,7700.0,Automatic,,No
266,Honda,2018-08-05, ID: 1772880,Stepwgn ,5700.0,2005,black,Minivan / Minibus,,Right,,Astragalus,,,130000.0,Automatic,,No
267,BMW,2018-08-05, ID: 1773049,318 ,4400.0,2001,black,Sedan,118.0,Left,4.0,Astragalus,1.9,black,240000.0,Mechanical,Rear,No
268,VAZ(Lada),2018-08-05, ID: 1773144,2115 ,2.177319587628866,2005,Silver,Sedan,77.0,Left,4.0,Astragalus,1.5,Grey,141000.0,Mechanical,Front,No
269,VAZ(Lada),2018-08-05, ID: 1773058,2115 ,1600.0,2007,black,Sedan,,Left,,Petrol,,,150000.0,Mechanical,,No
270,Toyota,2018-08-05, ID: 1773023,Land Cruiser Prado ,15500.0,2006,White,Truck:,250.0,Left,6.0,Petrol,4.0,Beige,121000.0,Automatic,Wheel drive,No
271,Jeep,2018-08-05, ID: 1772565,Wrangler ,11.876288659793815,2007,Blue,Truck:,,Left,,Petrol,3.8,Grey,100000.0,Automatic,Wheel drive,No
272,Volkswagen,2018-08-05, ID: 1773163,Golf ,5000.0,2006,Grey,Sedan,,Left,,Astragalus,,,220000.0,Automatic,,No
273,Volkswagen,2018-08-05, ID: 1772727,Touareg ,4.123711340206185,2006,cyan,Truck:,,Left,,Petrol,,,257000.0,Automatic,,No
274,Kia,2018-08-05, ID: 1773196,Quoris ,41.23711340206186,2017,black,Sedan,,Left,,Petrol,,,16000.0,Automatic,,No
275,BMW,2018-08-05, ID: 1772969,328 ,10800.0,2008,Grey,Coupe,,Left,,Petrol,,,143000.0,Automatic,,No
276,Volkswagen,2018-08-05, ID: 1772871,Golf ,3200.0,2005,red,Hatchback,,Right,,Petrol,,,80000.0,Automatic,,No
277,Lexus,2018-08-05, ID: 1773187,LX 570 ,56000.0,2013,black,Sedan,,Left,,Petrol,,,1005.0,Automatic,,No
278,Honda,2018-08-05, ID: 1773072,Stream ,6000.0,2007,Chestnut,Universal,150.0,Right,,Petrol,2.0,,174000.0,Variator:,Front,No
279,Kia,2018-08-05, ID: 1773014,Sorento ,7.6206185567010305,2008,Grey,Truck:,,Left,,Petrol,,,84000.0,Automatic,,No
280,Opel,2018-08-05, ID: 1772990,Zafira ,3600.0,2000,Silver,Minivan / Minibus,116.0,Left,4.0,Petrol,1.8,black,160000.0,Automatic,Front,No
281,Lexus,2018-08-05, ID: 1772980,GS 350 ,12000.0,2008,White,Sedan,,Left,,Petrol,,,130000.0,Automatic,,No
282,Volkswagen,2018-08-05, ID: 1772823,Jetta ,7.4226804123711325,2009,black,Sedan,,Left,,Petrol,,,80000.0,Automatic,,No
283,Toyota,2018-08-05, ID: 1772767,Camry ,13.063917525773196,2014,black,Sedan,,Left,,Petrol,,,33000.0,Automatic,,No
284,Nissan,2018-08-06, ID: 1773363,March ,2.177319587628866,2005,Blue,Sedan,,Right,,Petrol,,,160000.0,Automatic,,No
285,Lexus,2018-08-06, ID: 1773773,RX 330 ,10500.0,2004,Silver,Universal,,Left,,Petrol,,,137000.0,Automatic,,No
286,Mitsubishi,2018-08-06, ID: 1773954,Pajero ,7300.0,2005,black,Coupe,177.0,Left,6.0,Astragalus,3.0,Other color,130000.0,Automatic,,No
287,Opel,2018-08-06, ID: 1773784,Astra ,3300.0,2000,Silver,Hatchback,,Left,,Astragalus,,,213000.0,Mechanical,,No
288,Volkswagen,2018-08-06, ID: 1773608,Jetta ,5.14639175257732,2005,Grey,Sedan,150.0,Left,6.0,Petrol,2.5,black,231000.0,Automatic,Front,No
289,Honda,2018-08-06, ID: 1774121,CR-V ,7.4226804123711325,2006,black,Universal,,Left,,Astragalus,,,170000.0,Automatic,,No
290,Kia,2018-08-06, ID: 1774096,Sportage ,4000.0,2001,White,Universal,129.0,Left,,Astragalus,2.0,Beige,228000.0,Automatic,Rear,No
291,Mercedes-Benz,2018-08-06, ID: 1774041,E 350 ,16900.0,2010,White,Sedan,,Left,,Petrol,,,122000.0,Automatic,,No
292,Opel,2018-08-06, ID: 1773936,Astra ,5800.0,2008,black,Hatchback,140.0,Left,,Astragalus,1.8,,80600.0,Automatic,,No
293,Honda,2018-08-06, ID: 1773702,Fit ,3500.0,2002,Silver,Hatchback,110.0,Right,,Astragalus,1.5,,15000.0,Automatic,Front,No
294,Mercedes-Benz,2018-08-06, ID: 1773395,E 320 ,5.8391752577319584,2001,Silver,Sedan,,Right,,Astragalus,,,60000.0,Automatic,,No
295,Infiniti,2018-08-06, ID: 1773411,G37 ,16.824742268041238,2012,black,Coupe,348.0,Left,6.0,Petrol,3.7,black,99865.0,Automatic,Rear,No
296,Honda,2018-08-06, ID: 1773481,HR-V ,4300.0,2001,Silver,Truck:,,Switched from right to left,,Astragalus,,,111000.0,Automatic,,No
297,Honda,2018-08-06, ID: 1773539,Accord ,15000.0,2013,black,Sedan,,Left,,Petrol,,,93000.0,Automatic,,No
298,Ford,2018-08-06, ID: 1773607,Expedition ,5800.0,2002,White,Truck:,260.0,Left,8.0,Petrol,5.4,Beige,200000.0,Automatic,Wheel drive,No
299,Honda,2018-08-06, ID: 1773942,Inspire ,5800.0,2004,White,Sedan,,Right,,Astragalus,,,110000.0,Automatic,,No
300,Opel,2018-08-06, ID: 1773511,Astra ,3.265979381443299,2001,Silver,Universal,101.0,Left,,Astragalus,1.8,Grey,130000.0,Mechanical,Front,No
301,Opel,2018-08-06, ID: 1773475,Astra ,3400.0,2000,black,Hatchback,,Left,,Petrol,,,73000.0,Mechanical,,No
302,Honda,2018-08-06, ID: 1773963,Elysion ,7200.0,2006,White,Sedan,,Right,4.0,Petrol,2.4,Grey,101000.0,Automatic,Wheel drive,No
303,Opel,2018-08-06, ID: 1774035,Astra ,3.5051546391752577,2003,Blue,Hatchback,,Left,,Petrol,,,145000.0,Mechanical,,No
304,Mercedes-Benz,2018-08-06, ID: 1773443,E 320 ,8.115463917525773,2004,Silver,Sedan,,Left,,Petrol,,,84000.0,Automatic,,No
305,Opel,2018-08-06, ID: 1774052,Astra ,3200.0,2004,Silver,Sedan,,Left,,Petrol,,,235000.0,Mechanical,,No
306,Opel,2018-08-06, ID: 1773944,Astra ,3.463917525773196,2002,Silver,Universal,,Left,,Astragalus,,,199000.0,Mechanical,,No
307,Mitsubishi,2018-08-06, ID: 1773820,Outlander ,9800.0,2008,Silver,Truck:,,Left,,Petrol,,,131000.0,Kiaavtomat,,No
308,Mercedes-Benz,2018-08-06, ID: 1773263,320 ,5300.0,2004,Silver,Sedan,,Left,,Petrol,,,20000.0,Kiaavtomat,,No
309,Nissan,2018-08-06, ID: 1773394,Pathfinder ,7800.0,2002,White,Truck:,241.0,Left,6.0,Astragalus,3.5,White,190000.0,Automatic,Wheel drive,No
310,BMW,2018-08-06, ID: 1773410,X5 ,14.350515463917525,2004,black,Universal,,Left,,Petrol,,,120000.0,Automatic,,No
311,Toyota,2018-08-06, ID: 1773423,Ist ,3.7608247422680408,2006,White,Hatchback,,Right,,Astragalus,,,99000.0,Automatic,,No
312,Hyundai,2018-08-06, ID: 1773262,Elantra ,8.412371134020619,2011,black,Sedan,,Left,,Petrol,1.8,Grey,62000.0,Automatic,,No
313,Nissan,2018-08-06, ID: 1773246,Note ,3000.0,2005,black,Hatchback,110.0,Right,6.0,Astragalus,1.5,black,170000.0,Automatic,Front,No
314,Toyota,2018-08-06, ID: 1773356,Rav 4 ,6900.0,2002,White,Truck:,,Left,,Astragalus,,,120000.0,Automatic,,Yes
315,Mitsubishi,2018-08-06, ID: 1773261,Outlander ,7000.0,2007,black,Truck:,220.0,Left,6.0,Petrol,3.0,black,208000.0,Automatic,Wheel drive,No
316,Lexus,2018-08-06, ID: 1773710,GX 470 ,17000.0,2007,White,Sedan,263.0,Left,8.0,Petrol,4.7,,95000.0,Automatic,Wheel drive,No
317,Kia,2018-08-06, ID: 1773531,Optima ,8300.0,2014,White,Sedan,,Left,,Petrol,,,82000.0,Automatic,,No
318,Mitsubishi,2018-08-06, ID: 1773436,Lancer ,2700.0,2002,Silver,Sedan,,Right,,Astragalus,,,155000.0,Variator:,,No
319,Kia,2018-08-06, ID: 1773357,Optima ,8300.0,2013,black,Sedan,,Left,,Petrol,,,71000.0,Automatic,,No
320,Opel,2018-08-06, ID: 1774109,Vectra ,3800.0,2000,Silver,Sedan,,Left,,Astragalus,,,336000.0,Mechanical,,No
321,Opel,2018-08-06, ID: 1774100,Vectra ,4300.0,2002,Silver,Sedan,147.0,Left,4.0,Astragalus,2.2,black,315000.0,Automatic,Front,No
322,VAZ(Lada),2018-08-06, ID: 1774055,2110 ,2300.0,2005,Blue,Sedan,,Left,,Petrol,,,10.0,Mechanical,,No
323,BMW,2018-08-06, ID: 1773301,325 ,5300.0,2004,Silver,Sedan,,Left,,Astragalus,,,12000.0,Automatic,,No
324,Volkswagen,2018-08-06, ID: 1774037,Jetta ,2800.0,2002,black,Sedan,,Left,,Petrol,,,280000.0,Automatic,,No
325,Lexus,2018-08-06, ID: 1773832,IS 250 ,8500.0,2006,White,Sedan,,Left,,Astragalus,,,140000.0,Automatic,,No
326,Volkswagen,2018-08-06, ID: 1773557,Golf ,4500.0,2005,black,Hatchback,,Left,,Petrol,,,210000.0,Automatic,,No
327,Toyota,2018-08-06, ID: 1773831,Highlander ,26000.0,2014,Silver,Truck:,185.0,Left,4.0,Petrol,2.7,,71000.0,Automatic,Front,No
328,Kia,2018-08-06, ID: 1774099,Rio ,6100.0,2010,Other color,Sedan,112.0,Left,4.0,Petrol,1.6,black,81000.0,Automatic,Front,No
329,VAZ(Lada),2018-08-06, ID: 1773572,2170 Priora ,4000.0,2010,Silver,Coupe,105.0,Left,4.0,Petrol,,black,120000.0,Mechanical,Front,No
330,Hyundai,2018-08-06, ID: 1774074,Sonata ,7500.0,2013,Grey,Sedan,,Left,,Petrol,,,159000.0,Automatic,,No
331,Nissan,2018-08-06, ID: 1773962,X-Trail ,4900.0,2004,Grey,Truck:,,Right,,Astragalus,,,105000.0,Automatic,,No
332,Mercedes-Benz,2018-08-06, ID: 1773507,Viano ,9.896907216494846,2005,black,Minivan / Minibus,,Right,,Petrol,,,150000.0,Automatic,,Yes
333,Mercedes-Benz,2018-08-06, ID: 1773518,E 200 ,30.680412371134015,2014,White,Sedan,,Left,,Petrol,,,40000.0,Automatic,,No
334,Mercedes-Benz,2018-08-06, ID: 1773520,E 200 ,30.680412371134015,2014,White,Sedan,,Left,,Petrol,,,40000.0,Automatic,,No
335,Mercedes-Benz,2018-08-06, ID: 1773553,C 200 ,5200.0,2000,Silver,Sedan,,Left,,Petrol,,,200000.0,Automatic,,Yes
336,Nissan,2018-08-06, ID: 1773558,Qashqai ,6500.0,2007,black,Universal,,Right,,Petrol,,,160000.0,Automatic,,Yes
337,Toyota,2018-08-06, ID: 1773563,Ipsum ,5700.0,2005,White,Universal,,Left,,Petrol,2.4,,143000.0,Automatic,,No
338,Hyundai,2018-08-06, ID: 1773621,Elantra ,6.927835051546392,2012,Other color,Sedan,,Left,,Petrol,,,79712.0,Kiaavtomat,,Yes
339,Nissan,2018-08-06, ID: 1773801,X-Trail ,4400.0,2002,White,Truck:,150.0,Right,,Astragalus,2.0,Grey,129000.0,Automatic,Wheel drive,No
340,Mercedes-Benz,2018-08-06, ID: 1773695,ML 350 ,10500.0,2005,Silver,Universal,270.0,Left,6.0,Astragalus,3.5,Grey,191000.0,Kiaavtomat,Wheel drive,No
341,Nissan,2018-08-06, ID: 1773708,Teana ,3900.0,2005,Other color,Sedan,,Right,,Astragalus,,,1000.0,Automatic,,No
342,Nissan,2018-08-06, ID: 1773763,X-Trail ,4950.0,2004,Silver,Truck:,,Left,,Petrol,2.0,,132815.0,Automatic,Wheel drive,No
343,BMW,2018-08-06, ID: 1773785,325 ,5500.0,2003,White,Sedan,,Left,,Astragalus,,,114000.0,Automatic,,No
344,Toyota,2018-08-06, ID: 1773633,Land Cruiser Prado ,13700.0,2004,black,Truck:,,Left,,Petrol,4.0,Beige,151000.0,Automatic,Wheel drive,Yes
345,BMW,2018-08-06, ID: 1773809,525 ,8500.0,2004,White,Sedan,,Left,6.0,Petrol,2.5,,137000.0,Automatic,,No
346,BMW,2018-08-06, ID: 1773352,X6 ,30.680412371134015,2014,White,Truck:,,Left,,Petrol,,,45000.0,Automatic,,No
347,Hyundai,2018-08-06, ID: 1773592,Sonata ,9000.0,2011,Other color,Sedan,200.0,Left,4.0,Petrol,2.4,Grey,72000.0,Automatic,Front,No
348,Hyundai,2018-08-06, ID: 1773279,Elantra ,9200.0,2014,Grey,Sedan,,Left,,Petrol,,,70000.0,Automatic,,No
349,BMW,2018-08-06, ID: 1773686,X5 ,9500.0,2006,Silver,Truck:,,Left,,Petrol,,,170000.0,Automatic,,No
350,Toyota,2018-08-06, ID: 1773855,Camry ,8600.0,2009,White,Sedan,,Left,,Petrol,,,118000.0,Automatic,,No
351,Nissan,2018-08-06, ID: 1773264,Teana ,5.443298969072165,2006,black,Sedan,,Left,,Petrol,,,114000.0,Automatic,,No
352,Mercedes-Benz,2018-08-06, ID: 1774085,E 320 ,8200.0,2002,White,Sedan,,Left,,Petrol,,,126000.0,Automatic,,No
353,Audi,2018-08-06, ID: 1773913,A3 ,4300.0,2007,red,Hatchback,,Right,,Petrol,,,71000.0,Automatic,,Yes
354,Mitsubishi,2018-08-06, ID: 1774113,Outlander ,6.1360824742268045,2006,black,Truck:,170.0,Right,,Petrol,,black,103000.0,Variator:,Wheel drive,No
355,Nissan,2018-08-06, ID: 1773902,Tiida ,3500.0,2005,White,Sedan,120.0,Right,4.0,Astragalus,1.8,Beige,170000.0,Variator:,Front,No
356,Kia,2018-08-06, ID: 1774057,Forte ,8400.0,2013,White,Sedan,145.0,Left,4.0,Petrol,1.8,black,49000.0,Automatic,Front,No
357,Audi,2018-08-06, ID: 1773273,A6 ,8000.0,2005,black,Sedan,,Left,,Petrol,,,170000.0,Variator:,,No
358,Nissan,2018-08-06, ID: 1773494,Teana ,10200.0,2009,White,Sedan,,Left,,Astragalus,,,136000.0,Variator:,,No
359,Hyundai,2018-08-06, ID: 1774094,Sonata ,7500.0,2011,Other color,Sedan,,Left,,Petrol,,,68000.0,Automatic,,Yes
360,Mazda,2018-08-06, ID: 1774059,6 ,11400.0,2014,Blue,Sedan,193.0,Left,4.0,Petrol,2.4,black,72000.0,Automatic,Front,No
361,BMW,2018-08-06, ID: 1773501,Z3 ,4000.0,2000,White,Cabriolet / Rhodes,,Left,,Petrol,,,111111.0,Automatic,,No
362,Lexus,2018-08-06, ID: 1774093,RX 330 ,11.876288659793815,2005,black,Truck:,,Left,,Astragalus,,,117000.0,Automatic,,No
363,Hyundai,2018-08-06, ID: 1773488,Solaris ,10.391752577319588,2016,Other color,Sedan,,Left,,Petrol,,,80000.0,Kiaavtomat,,No
364,Mercedes-Benz,2018-08-06, ID: 1774082,E 320 ,5000.0,2000,Beige,Sedan,224.0,Left,6.0,Astragalus,3.2,Beige,137000.0,Automatic,Rear,No
365,Mercedes-Benz,2018-08-06, ID: 1774087,G 500 ,39.58762886597938,2006,Silver,Truck:,,Left,,Astragalus,,,80000.0,Automatic,,Yes
366,BMW,2018-08-06, ID: 1774092,320 ,4500.0,2002,White,Sedan,,Right,,Astragalus,,,159000.0,Automatic,,No
367,Toyota,2018-08-06, ID: 1774013,Corolla ,5800.0,2007,Silver,Sedan,,Left,,Astragalus,,,175000.0,Kiaavtomat,,No
