brand,model,price,year,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train,sold
Audi,Q7 ,13500,2008,Blue,Truck:,280,Left,6,Petrol,3.6,black,175000,Automatic,Wheel drive,No
Nissan,Teana ,4600,2006,Silver,Sedan,173,Left,6,Astragalus,2.3,,130000,Automatic,,Yes
Nissan,Teana ,5800,2006,Silver,Sedan,173,Right,6,Petrol,2.3,black,97000,Automatic,Front,No
Toyota,Land Cruiser Prado ,17000,2006,Cherry,Truck:,249,Left,6,Petrol,4,Beige,198000,Automatic,Wheel drive,No
Nissan,Pathfinder ,7500,2003,Silver,Truck:,250,Left,6,Astragalus,3.5,black,200000,Automatic,Wheel drive,No
BMW,318,5000,2002,Blue,Sedan,143,Left,4,Astragalus,1.8,,130000,Mechanical,Rear,No
Honda,CR-V ,16500,2010,White,Truck:,180,Left,4,Petrol,2.4,Grey,55000,Automatic,Wheel drive,No
BMW,328,6500,2007,black,Sedan,234,Left,6,Astragalus,2.8,Beige,215000,Automatic,,Yes
Honda,CR-V ,10200,2010,White,Truck:,180,Left,4,Petrol,2.4,Grey,55000,Automatic,Wheel drive,No
Mercedes-Benz,CLS 350 ,14900,2013,White,Sedan,308,Left,6,Petrol,3.5,black,75000,Automatic,Rear,No
Toyota,Corolla ,7200,2008,Grey,Sedan,124,Left,4,Petrol,1.6,Grey,91000,Automatic,Front,No
Toyota,Camry ,7600,2010,White,Sedan,171,Left,4,Astragalus,2.5,Grey,130000,Automatic,,No
BMW,X5 ,6500,2002,black,Truck:,286,Left,8,Petrol,4.4,black,27000,Automatic,Wheel drive,No
BMW,X5 ,15000,2001,Silver,Universal,286,Left,8,Petrol,4.4,black,222222,Automatic,Wheel drive,No
Opel,Astra ,3700,2000,Silver,Hatchback,101,Left,4,Astragalus,1.6,black,230000,Mechanical,Front,No
Honda,CR-V ,8300,2008,White,Truck:,170,Left,4,Petrol,2.4,Grey,87000,Automatic,Wheel drive,No
BMW,330,7999,2005,Silver,Sedan,258,Left,6,Petrol,3,black,162000,Automatic,Rear,No
Mercedes-Benz,E 350 ,12000,2009,White,Sedan,272,Left,6,Petrol,3.5,black,165000,Automatic,Rear,No
Toyota,Corolla ,11000,2013,black,Sedan,133,Left,4,Petrol,1.8,black,65000,Automatic,Front,Yes
Nissan,X-Trail ,5500,2003,Silver,Truck:,140,Left,4,Astragalus,2,Beige,183000,Automatic,Wheel drive,No
Kia,Sorento ,11200,2011,White,Universal,277,Left,6,Petrol,3.5,black,75000,Automatic,Wheel drive,No
Nissan,Teana ,5800,2004,black,Sedan,172,Left,6,Astragalus,2.3,Grey,154000,Automatic,Front,No
Mercedes-Benz,CLS 350 ,11500,2007,Silver,Coupe,272,Left,6,Petrol,3.5,black,110000,Automatic,Rear,No
VAZ(Lada),2170 Priora ,6550,2016,black,Sedan,110,Left,4,Petrol,1.7,black,33000,Mechanical,Front,No
Mercedes-Benz,C 300 ,13500,2011,Grey,Sedan,231,Left,6,Petrol,3,Beige,63000,Automatic,Wheel drive,No
Nissan,Teana ,5800,2003,Silver,Sedan,173,Right,6,Astragalus,2.3,Other color,146000,Automatic,Front,No
Mazda,6,11800,2014,Blue,Sedan,193,Left,4,Petrol,2.5,black,70000,Automatic,Front,No
Nissan,Elgrand ,7600,2004,White,Universal,240,Right,6,Petrol,3.5,black,100803,Automatic,Front,No
Mercedes-Benz,E 320 ,5600,2001,black,Sedan,224,Left,6,Astragalus,3.2,Beige,168000,Automatic,Rear,No
Nissan,Teana ,5800,2005,White,Sedan,175,Right,6,Astragalus,2.3,Beige,77000,Automatic,Front,No
Toyota,Corolla ,13500,2010,black,Sedan,133,Left,5,Petrol,1.8,black,90000,Automatic,Front,No
VAZ(Lada),2114,2600,2012,black,Hatchback,84,Left,4,Petrol,1.5,,170000,Mechanical,Front,No
Nissan,BlueBird ,4700,2006,White,Sedan,135,Right,4,Astragalus,2,YG,125000,Automatic,Front,No
Opel,Zafira ,4700,2003,black,Universal,147,Left,4,Astragalus,2.2,black,132000,Mechanical,Front,No
Volkswagen,Jetta ,2700,2000,black,Sedan,115,Left,4,Astragalus,2,black,185000,Mechanical,,No
Mercedes-Benz,C 180 ,5800,2001,Silver,Sedan,129,Left,4,Astragalus,1.8,black,135000,Mechanical,Rear,No
Opel,Astra ,3500,2003,Silver,Hatchback,75,Left,4,Petrol,1.6,black,153000,Mechanical,Front,No
Volkswagen,Touareg ,9800,2007,Other color,Truck:,280,Left,6,Petrol,3.6,black,109000,Automatic,Wheel drive,Yes
Nissan,X-Trail ,6300,2007,White,Universal,170,Left,4,Astragalus,2.5,black,80000,Automatic,Wheel drive,No
Toyota,Camry ,8999,2011,Silver,Sedan,171,Left,4,Astragalus,2.5,Beige,130000,Automatic,Front,No
Nissan,X-Trail ,5650,2005,black,Truck:,150,Left,4,Petrol,2,Grey,124000,Automatic,Wheel drive,No
Nissan,Fuga ,6200,2005,black,Sedan,280,Right,6,Petrol,3.5,black,120000,Automatic,Rear,No
BMW,750,9000,2007,black,Sedan,367,Left,8,Petrol,4.8,black,139000,Automatic,Rear,No
BMW,535,10500,2010,White,Sedan,306,Left,6,Petrol,3,Other color,185000,Automatic,Wheel drive,No
Mercedes-Benz,C 180 ,5200,2002,black,Sedan,129,Left,4,Petrol,1.9,black,200000,Mechanical,Rear,Yes
Toyota,Ipsum ,4500,2006,White,Minivan / Minibus,163,Right,4,Astragalus,2.3,black,130000,Automatic,Front,No
Nissan,X-Trail ,5150,2005,black,Truck:,150,Left,4,Petrol,2,Grey,81000,Automatic,Wheel drive,No
Hyundai,Elantra ,8400,2013,Silver,Sedan,150,Left,4,Petrol,1.8,,28000,Automatic,Front,No
Nissan,Skyline ,6000,2007,Silver,Sedan,225,Right,6,Petrol,2.5,black,150000,Automatic,Wheel drive,No
Toyota,Camry ,9500,2011,White,Sedan,181,Left,4,Astragalus,2.5,Grey,69000,Automatic,Front,No
Nissan,Pathfinder ,16400,2003,Beige,Truck:,220,Left,6,Astragalus,3.5,Beige,212000,Automatic,Wheel drive,No
BMW,X5 ,6300,2001,Silver,Truck:,286,Left,8,Petrol,4.4,black,173000,Automatic,Wheel drive,No
Volkswagen,Touareg ,8100,2005,black,Truck:,310,Left,8,Petrol,4.2,black,192000,Automatic,Wheel drive,No
Mitsubishi,Pajero ,6700,2003,Silver,Truck:,204,Left,6,Astragalus,3.5,Grey,249999,Automatic,Wheel drive,No
Mazda,6,8990,2010,Silver,Sedan,170,Left,4,Astragalus,2.5,black,52000,Automatic,Front,No
Mercedes-Benz,C 180 ,5200,2001,Silver,Sedan,122,Left,4,Petrol,1.8,,162000,Mechanical,Rear,Yes
Kia,Optima ,9900,2011,White,Sedan,274,Left,4,Petrol,2,black,11,Automatic,Front,No
Hyundai,Tucson ,7500,2007,Other color,Truck:,142,Left,4,Petrol,2,,102700,Automatic,Wheel drive,No
Mercedes-Benz,E 350 ,8700,2007,black,Sedan,272,Left,6,Petrol,3.5,black,191000,Automatic,Wheel drive,Yes
Nissan,Teana ,5600,2007,Silver,Sedan,173,Left,6,Astragalus,2.3,Beige,139000,Automatic,Front,No
Mercedes-Benz,C 180 ,4800,2002,Silver,Sedan,150,Left,4,Petrol,1.8,Grey,194000,Mechanical,Rear,No
Mitsubishi,Airtrek ,4100,2001,Silver,Universal,126,Right,4,Petrol,2,Grey,173000,Automatic,Wheel drive,No
Nissan,Skyline ,3700,2004,Grey,Sedan,210,Left,6,Petrol,2.5,Grey,200000,Automatic,Wheel drive,No
Kia,Forte ,7000,2012,black,Sedan,156,Left,6,Petrol,2,black,130000,Automatic,Front,No
Honda,Elysion ,6000,2005,White,Minivan / Minibus,250,Right,6,Astragalus,3,Beige,102000,Automatic,Front,No
Land Rover,Range Rover Sport ,25500,2010,White,Truck:,375,Left,8,Petrol,5,,128500,Automatic,Wheel drive,No
Opel,Astra ,3200,2000,green,Sedan,101,Left,4,Astragalus,1.6,black,260000,Mechanical,Front,No
Mercedes-Benz,ML 350 ,11000,2006,black,Truck:,274,Left,6,Astragalus,3.5,black,222220,Automatic,Wheel drive,No
BMW,318,5300,2003,black,Sedan,140,Left,4,Petrol,1.8,black,130000,Automatic,Rear,No
Opel,Astra ,2750,2001,Silver,Universal,101,Left,4,Petrol,1.6,black,151000,Mechanical,Front,No
Volkswagen,Caddy ,8500,2011,White,Furgon:,105,Left,4,Petrol,1.2,black,99000,Mechanical,Front,No
Lexus,GX 470 ,12500,2003,Other color,Sedan,238,Left,8,Petrol,4.7,Beige,10000,Automatic,Wheel drive,No
Toyota,Camry ,8300,2009,Other color,Sedan,171,Left,4,Petrol,2.5,black,140000,Automatic,Front,Yes
Toyota,Camry ,8300,2009,Other color,Sedan,171,Left,4,Petrol,2.5,black,140000,Automatic,Front,Yes
Porsche,Cayenne ,11000,2004,black,Truck:,340,Left,8,Petrol,4.5,black,125000,Automatic,Wheel drive,No
Lexus,GX 470 ,12500,2003,Silver,Truck:,238,Left,8,Astragalus,4.7,Other color,125000,Automatic,Wheel drive,Yes
Toyota,Camry ,15000,2015,White,Sedan,178,Left,4,Petrol,2.5,black,32000,Automatic,Front,No
VAZ(Lada),2107,3100,2008,Cherry,Sedan,72,Left,4,Petrol,1.7,black,125000,Mechanical,Rear,Yes
Kia,Sorento ,5350,2004,black,Truck:,195,Left,6,Astragalus,3.5,Grey,150000,Automatic,Wheel drive,Yes
Toyota,Camry ,10500,2007,black,Sedan,208,Left,6,Petrol,2.5,Beige,86000,Automatic,Wheel drive,No
Mitsubishi,Airtrek ,4500,2003,White,Truck:,133,Left,4,Petrol,2.4,black,65000,Automatic,Wheel drive,Yes
BMW,X5 ,8500,2004,Grey,Universal,231,Left,6,Petrol,3,black,122000,Automatic,Wheel drive,Yes
Nissan,Quest ,15300,2012,Grey,Minivan / Minibus,260,Left,6,Petrol,3.5,Grey,90000,Variator:,Front,No
Volkswagen,Touareg ,7300,2003,Silver,Truck:,220,Left,6,Astragalus,3.2,black,190000,Automatic,Wheel drive,No
Toyota,Ipsum ,6300,2006,White,Minivan / Minibus,160,Right,4,Astragalus,2.4,black,190000,Automatic,Front,No
Mercedes-Benz,S 550 ,17500,2006,black,Sedan,517,Left,12,Petrol,5.5,black,160000,Automatic,,No
Toyota,Altezza ,5100,2005,White,Sedan,210,Right,4,Petrol,2,black,119300,Automatic,Rear,No
Mercedes-Benz,E 240 ,5300,2000,black,Sedan,174,Left,6,Petrol,2.4,Beige,157000,Automatic,,No
Hyundai,Sonata ,8300,2010,Blue,Sedan,198,Left,4,Petrol,2.4,Grey,72000,Automatic,Front,No
Toyota,Camry ,15000,2015,Grey,Sedan,178,Left,4,Petrol,2.5,Other color,68000,Automatic,Front,No
Nissan,Tiida ,4000,2005,Silver,Hatchback,129,Right,4,Astragalus,1.8,black,140000,Variator:,Front,No
Mercedes-Benz,C 200 ,4600,2001,Blue,Sedan,130,Left,4,Petrol,2,Other color,153000,Mechanical,Rear,No
Mercedes-Benz,E 240 ,7800,2002,White,Sedan,170,Left,6,Petrol,2.6,black,121000,Automatic,Rear,No
Honda,Elysion ,7500,2007,White,Minivan / Minibus,300,Left,6,Astragalus,3.5,Grey,123000,Automatic,Front,No
Audi,A4 ,4700,2001,Blue,Sedan,130,Left,4,Petrol,2,Grey,225000,Mechanical,Front,No
Infiniti,G37 ,10500,2009,White,Sedan,333,Left,6,Petrol,3.7,Beige,66000,Automatic,Rear,Yes
Ford,Focus ,6200,2011,black,Hatchback,105,Left,4,Petrol,1.6,Grey,153000,Automatic,Front,No
Lexus,GX 470 ,14200,2004,black,Truck:,238,Left,8,Petrol,4.7,Grey,125000,Automatic,Wheel drive,Yes
Nissan,Fuga ,5300,2005,Silver,Sedan,210,Right,6,Astragalus,2.5,Beige,220000,Automatic,Rear,No
Kia,Rio ,7200,2013,White,Sedan,138,Left,4,Petrol,1.6,black,60000,Robot,Front,Yes
Nissan,Sunny ,4500,2008,black,Sedan,116,Left,4,Petrol,1.6,Grey,145000,Automatic,Front,No
Lexus,RX 350 ,23000,2011,Silver,Truck:,245,Left,6,Petrol,3.5,black,25500,Automatic,Front,No
Hyundai,Sonata ,10500,2012,Other color,Sedan,194,Left,4,Astragalus,2.4,black,100000,Automatic,Front,No
Nissan,Note ,3500,2007,black,Hatchback,109,Right,4,Astragalus,1.5,black,180000,Variator:,Front,No
Mercedes-Benz,Vito ,9500,2007,White,Minivan / Minibus,109,Left,4,Diesel,2.2,Grey,148000,Mechanical,Rear,Yes
Mercedes-Benz,C 240 ,5600,2002,Silver,Sedan,170,Left,6,Astragalus,2.6,black,250000,Automatic,Rear,No
Hyundai,Solaris ,10500,2015,White,Sedan,123,Left,4,Petrol,1.6,black,46000,Automatic,Front,No
BMW,750,21000,2009,black,Sedan,407,Left,8,Petrol,4.4,black,115000,Automatic,Rear,No
Volkswagen,Touareg ,11000,2008,black,Universal,280,Left,6,Petrol,3.6,black,121977,Automatic,Wheel drive,No
Mitsubishi,Pajero ,6600,2001,Silver,Truck:,212,Left,6,Astragalus,3.5,Grey,118000,Automatic,Wheel drive,Yes
Nissan,BlueBird ,4000,2006,black,Sedan,133,Right,4,Astragalus,2,Beige,140000,Automatic,Front,Yes
Lexus,GX 460 ,28000,2011,White,Truck:,301,Left,8,Petrol,4.6,Chestnut,115000,Automatic,Wheel drive,No
BMW,X5 ,6500,2001,Silver,Universal,286,Left,8,Petrol,4.4,black,222222,Automatic,Wheel drive,No
Lexus,ES 350 ,25800,2013,black,Sedan,268,Left,6,Petrol,3.5,Beige,62000,Automatic,Front,No
Nissan,Tiida ,4300,2008,Silver,Hatchback,109,Left,4,Petrol,1.5,black,131000,Automatic,Front,No
Nissan,Qashqai ,8500,2008,black,Universal,141,Left,4,Petrol,2,Chestnut,240000,Automatic,Wheel drive,No
Mercedes-Benz,B 170 ,5500,2007,Blue,Hatchback,116,Left,4,Petrol,1.7,black,30500,Automatic,Front,No
BMW,528,10000,2009,White,Sedan,234,Left,6,Petrol,2.8,Beige,100000,Automatic,Rear,Yes
Toyota,Camry ,15000,2015,Grey,Sedan,178,Left,4,Petrol,2.5,Other color,64000,Automatic,Front,No
Mercedes-Benz,ML 350 ,28000,2012,black,Truck:,306,Left,6,Petrol,3.5,Chestnut,74000,Automatic,Wheel drive,Yes
Ford,Transit ,6000,2003,Grey,Furgon:,128,Left,4,Diesel,2.4,Grey,168000,Mechanical,Rear,No
Niva,4x4 Urban ,8800,2016,black,Truck:,83,Left,4,Petrol,1.7,black,28000,Mechanical,Wheel drive,No
Nissan,Pathfinder ,6000,2001,White,Truck:,175,Left,6,Astragalus,3.3,Chestnut,200000,Automatic,Wheel drive,No
Nissan,Teana ,4900,2007,Silver,Sedan,174,Left,6,Astragalus,2.3,Grey,74000,Automatic,Front,No
Mercedes-Benz,E 320 ,5300,2001,black,Sedan,224,Left,6,Astragalus,3.2,Beige,120,Automatic,Rear,No
Lexus,GX 470 ,15400,2005,black,Truck:,270,Left,8,Petrol,4.7,Grey,150000,Automatic,Wheel drive,No
Mitsubishi,Grandis ,3800,2003,Blue,Minivan / Minibus,170,Right,4,Astragalus,2.4,Beige,210000,Automatic,Front,No
VAZ(Lada),2110,2000,2002,White,Sedan,77,Left,4,Astragalus,1.5,,190000,Mechanical,Front,No
Volkswagen,Touareg ,7000,2004,black,Truck:,235,Left,6,Astragalus,3.2,black,140000,Automatic,Wheel drive,No
BMW,325,7500,2004,black,Sedan,192,Left,6,Petrol,2.5,black,180000,Automatic,Rear,Yes
Opel,Astra ,2900,2000,cyan,Hatchback,84,Left,4,Petrol,1.6,black,155249,Mechanical,Front,No
Mercedes-Benz,E 200 ,18500,2012,White,Sedan,184,Left,4,Petrol,2,black,133000,Automatic,Rear,Yes
Toyota,Camry ,9500,2010,black,Sedan,171,Left,6,Astragalus,2.5,black,168000,Automatic,Front,No
Toyota,Camry ,8500,2010,White,Sedan,178,Left,4,Petrol,2.5,Grey,110000,Automatic,Front,No
Mercedes-Benz,C 240 ,5300,2000,Silver,Sedan,170,Left,6,Petrol,2.4,black,177000,Automatic,Rear,No
Mercedes-Benz,E 350 ,9600,2007,White,Sedan,170,Left,4,Diesel,2.2,Grey,114000,Mechanical,Rear,No
Toyota,Camry ,7999,2008,White,Sedan,170,Left,4,Petrol,2.4,black,141000,Automatic,Front,No
BMW,528,16000,2011,black,Sedan,258,Left,6,Petrol,2.8,black,90000,Automatic,Rear,No
Mercedes-Benz,E 200 ,35500,2016,black,Sedan,184,Left,4,Petrol,2,black,38500,Automatic,Wheel drive,No
VAZ(Lada),2115,3000,2009,Silver,Sedan,81,Left,4,Petrol,1.5,Grey,70000,Mechanical,Front,No
BMW,X6 ,21000,2010,White,Truck:,306,Left,6,Petrol,3.5,red,137000,Automatic,Wheel drive,No
BMW,320,6300,2003,White,Sedan,170,Left,6,Astragalus,2.2,black,77000,Automatic,Rear,No
Toyota,Camry ,6900,2011,Blue,Sedan,204,Left,6,Astragalus,2.8,Beige,195000,Mechanical,Rear,No
Nissan,X-Trail ,6300,2015,black,Truck:,170,Left,4,Petrol,2.5,black,70000,Automatic,Wheel drive,No
BMW,328,10500,2011,Grey,Sedan,234,Left,6,Petrol,2.8,White,164000,Automatic,Wheel drive,Yes
BMW,320,6300,2004,White,Sedan,170,Left,6,Astragalus,2.2,black,113000,Automatic,Rear,No
Nissan,Pathfinder ,6200,2000,Golden,Truck:,220,Left,6,Astragalus,3.5,Beige,145000,Automatic,Wheel drive,No
Mercedes-Benz,E 320 ,7000,2003,black,Sedan,177,Left,4,Astragalus,2.6,black,210000,Automatic,Rear,No
Ford,Explorer ,7300,2002,Blue,Truck:,242,Left,8,Astragalus,4.6,Beige,133000,Automatic,,Yes
Hyundai,Sonata ,8000,2013,Cherry,Sedan,183,Left,4,Petrol,2.4,black,61000,Automatic,Front,No
Toyota,Camry ,12000,2013,Other color,Sedan,178,Left,4,Petrol,2.5,black,54000,Automatic,Front,No
Mercedes-Benz,E 320 ,5800,2001,Silver,Sedan,224,Left,6,Astragalus,3.2,Grey,185000,Automatic,,No
Mercedes-Benz,E 350 ,10500,2007,White,Sedan,272,Left,6,Astragalus,3.5,Beige,210000,Automatic,Rear,No
Land Rover,Range Rover ,31611.67835,2013,White,Truck:,510,Left,8,Petrol,5,Other color,73000,Automatic,Wheel drive,Yes
Mercedes-Benz,G 500 ,25500,2001,black,Truck:,296,Left,8,Astragalus,5,black,187,Automatic,Wheel drive,No
Kia,Forte ,6400,2012,Grey,Sedan,153,Left,4,Petrol,2,black,97000,Automatic,Front,Yes
Nissan,Fuga ,5000,2004,White,Sedan,210,Right,6,Petrol,2.5,black,83000,Automatic,Rear,No
Nissan,Tiida ,3600,2004,black,Sedan,109,Right,4,Astragalus,1.5,Beige,160000,Variator:,Front,No
Mitsubishi,Colt ,3500,2005,Silver,Hatchback,109,Right,4,Astragalus,1.5,,200000,Automatic,Front,No
Kia,Optima ,10000,2012,black,Sedan,274,Left,4,Petrol,2,black,92000,Automatic,Front,Yes
Toyota,Ipsum ,6000,2002,Silver,Minivan / Minibus,160,Right,4,Astragalus,2.4,black,57200,Automatic,Front,No
BMW,530,9200,2004,White,Sedan,231,Left,6,Petrol,3,black,96000,Automatic,Rear,No
Opel,Zafira ,3500,2003,black,Minivan / Minibus,101,Left,4,Diesel,2,Grey,220000,Mechanical,Front,No
Toyota,Camry ,8000,2007,White,Sedan,167,Switched from right to left,4,Petrol,2.4,Beige,136000,Automatic,Wheel drive,Yes
Ford,Mondeo ,2800,2000,Silver,Hatchback,130,Left,4,Astragalus,2,black,220000,Mechanical,Front,No
Mitsubishi,Lancer ,6100,2008,black,Sedan,150,Left,4,Petrol,2,Beige,164349,Automatic,Front,No
Ford,Focus ,6300,2012,Silver,Sedan,160,Left,4,Petrol,2,black,183000,Mechanical,Front,No
Mercedes-Benz,C 230 ,7400,2006,black,Sedan,204,Left,6,Astragalus,2.5,black,200000,Automatic,Rear,No
Infiniti,FX35 ,17200,2011,White,Universal,307,Left,6,Petrol,3.5,black,57000,Automatic,Wheel drive,No
Mazda,6,5700,2007,black,Sedan,150,Left,4,Petrol,2,Beige,170000,Automatic,Front,No
Volkswagen,Jetta ,5300,2008,White,Sedan,170,Left,4,Petrol,2.5,Grey,122260,Mechanical,Front,No
Kia,Sorento ,8000,2007,black,Hatchback,242,Left,6,Astragalus,3.3,Grey,93000,Automatic,Wheel drive,No
Toyota,Camry ,7500,2007,Grey,Sedan,167,Left,4,Petrol,2.4,Grey,150000,Automatic,Front,No
Hyundai,Elantra ,8000,2011,black,Sedan,148,Left,4,Petrol,1.8,Beige,104000,Automatic,Front,No
Mercedes-Benz,E 320 ,5500,2001,black,Sedan,224,Left,6,Astragalus,3.2,black,210000,Automatic,Rear,No
Nissan,Skyline ,4000,2003,White,Sedan,215,Right,6,Petrol,2.5,black,99000,Automatic,Rear,No
Toyota,Camry ,13000,2013,White,Sedan,185,Left,4,Petrol,2.5,black,48000,Automatic,Front,No
Nissan,March ,2400,2004,green,Hatchback,90,Right,4,Astragalus,1.2,Beige,200000,Automatic,Front,Yes
Nissan,Tiida ,3300,2006,Silver,Sedan,109,Right,4,Petrol,1.5,black,85000,Variator:,Front,Yes
Hyundai,Tucson ,7000,2005,black,Hatchback,175,Left,4,Astragalus,2.7,Grey,145708,Automatic,Front,Yes
BMW,X5 ,9999,2004,Grey,Truck:,231,Left,6,Astragalus,3,Grey,223000,Automatic,Wheel drive,Yes
Mercedes-Benz,S 500 ,23500,2010,White,Sedan,388,Left,8,Petrol,5,black,120000,Automatic,Wheel drive,Yes
Mercedes-Benz,C 230 ,5800,2006,red,Sedan,204,Left,6,Petrol,2.5,black,180000,Automatic,Rear,No
Mercedes-Benz,E 350 ,8800,2008,White,Sedan,272,Left,6,Petrol,3.5,Beige,126000,Automatic,Front,No
Nissan,Murano ,10000,2012,black,Truck:,260,Left,6,Petrol,3.5,black,94000,Variator:,,No
Toyota,Camry ,8300,2008,Grey,Sedan,277,Left,6,Petrol,3.5,black,152000,Automatic,Front,No
Hyundai,Sonata ,5700,2006,black,Sedan,246,Left,6,Petrol,3.3,Grey,140,Automatic,Front,No
Mercedes-Benz,E 350 ,11500,2009,Silver,Hatchback,272,Left,6,Petrol,3.5,black,91000,Automatic,Wheel drive,No
BMW,525,8900,2008,black,Sedan,218,Left,6,Petrol,2.5,black,170000,Automatic,Rear,Yes
Nissan,Tiida ,4300,2007,White,Hatchback,109,Right,4,Astragalus,1.5,Beige,97000,Automatic,Wheel drive,No
Nissan,Tiida ,3800,2008,Silver,Hatchback,109,Right,4,Petrol,1.5,black,89000,Automatic,Wheel drive,No
Nissan,Pathfinder ,14900,2008,Grey,Truck:,270,Left,6,Astragalus,4,black,75000,Automatic,Wheel drive,No
Nissan,Teana ,5100,2006,black,Sedan,173,Left,6,Petrol,2.3,black,91000,Automatic,,No
Toyota,Camry ,9300,2011,Grey,Sedan,181,Left,4,Petrol,2.5,black,100000,Automatic,Front,No
Nissan,X-Trail ,4500,2004,Other color,Truck:,150,Right,4,Petrol,2,Beige,90000,Automatic,Wheel drive,No
Land Rover,Range Rover Sport ,38500,2013,black,Truck:,510,Left,8,Petrol,5,White,48500,Automatic,Wheel drive,No
Opel,Astra ,3900,2001,Silver,Hatchback,125,Left,4,Petrol,1.8,,161000,Mechanical,Front,No
VAZ(Lada),2170 Priora ,4200,2010,black,Sedan,98,Left,4,Petrol,1.7,black,130000,Mechanical,Front,No
Nissan,Tiida ,4000,2006,Silver,Sedan,109,Right,4,Petrol,1.5,black,130000,Automatic,Front,No
Nissan,Fuga ,5400,2006,black,Sedan,210,Right,6,Astragalus,2.5,black,130000,Automatic,,No
Audi,A6 ,3500,2000,Silver,Sedan,190,Left,6,Petrol,2.8,black,200000,Automatic,Front,No
Mitsubishi,Grandis ,4700,2005,Silver,Universal,165,Right,4,Petrol,2.4,black,135000,Automatic,Wheel drive,No
Volvo,XC90 ,9200,2005,White,Truck:,315,Left,8,Petrol,4.4,Beige,115000,Automatic,Wheel drive,No
Mercedes-Benz,B 200 ,5000,2006,cyan,Universal,136,Left,4,Petrol,2,,174000,Automatic,Front,No
Audi,A6 ,3500,2000,Silver,Sedan,190,Left,6,Petrol,2.8,black,200000,Automatic,Front,No
Opel,Astra ,3300,2000,Silver,Hatchback,75,Left,4,Astragalus,1.6,black,150000,Mechanical,Front,No
Honda,Elysion ,6000,2004,Silver,Minivan / Minibus,160,Right,4,Petrol,2.4,,170000,Automatic,Front,No
BMW,328,9800,2009,White,Sedan,234,Left,6,Petrol,3,black,90988,Automatic,Rear,No
Toyota,Land Cruiser Prado ,20500,2007,black,Truck:,249,Left,6,Petrol,4,Beige,110000,Automatic,Wheel drive,No
Toyota,Camry ,13000,2014,black,Sedan,178,Left,4,Petrol,2.5,black,65000,Automatic,Front,No
Hyundai,Sonata ,7300,2011,White,Sedan,200,Left,4,Petrol,2.4,black,99000,Automatic,Front,No
BMW,318,5500,2003,White,Sedan,143,Left,4,Astragalus,1.8,,180000,Robot,,No
Nissan,BlueBird ,4700,2006,black,Sedan,136,Right,4,Astragalus,2,Grey,90000,Variator:,Front,No
Mitsubishi,Airtrek ,4300,2001,Silver,Universal,139,Right,6,Astragalus,2.4,Chestnut,156000,Automatic,Wheel drive,No
Jeep,Grand Cherokee ,4200,2000,Blue,Universal,194,Left,6,Astragalus,4,,237000,Automatic,Rear,No
Mercedes-Benz,C 240 ,6200,2000,Silver,Sedan,170,Left,6,Petrol,2.6,black,122000,Automatic,,No
Nissan,Teana ,4200,2005,Silver,Sedan,173,Left,6,Astragalus,2.3,Beige,200000,Automatic,Front,No
Porsche,Cayenne ,12800,2004,Grey,Truck:,260,Left,6,Astragalus,3.2,black,110000,Automatic,Wheel drive,No
BMW,320,5700,2004,White,Sedan,175,Left,6,Petrol,2.2,,110000,Automatic,Rear,No
VAZ(Lada),2170 Priora ,4200,2010,black,Sedan,98,Left,4,Petrol,1.7,black,130000,Mechanical,Front,No
Mitsubishi,Airtrek ,5300,2004,White,Truck:,160,Left,4,Astragalus,2.4,black,105000,Automatic,Wheel drive,No
Mercedes-Benz,ML 350 ,10200,2005,Silver,Truck:,270,Left,6,Petrol,3.5,Grey,168000,Automatic,Wheel drive,No
BMW,325,3900,2003,Grey,Coupe,192,Left,6,Petrol,2.5,Grey,139000,Automatic,Rear,No
Kia,Cerato ,6700,2011,red,Coupe,156,Left,4,Petrol,2,Grey,110000,Mechanical,,No
Honda,Accord ,8600,2009,Grey,Sedan,175,Left,4,Petrol,2.4,Grey,160,Automatic,Front,No
BMW,525,5300,2008,Blue,Sedan,192,Right,6,Petrol,2.5,black,119000,Automatic,Rear,Yes
Ford,Focus ,8300,2015,black,Sedan,159,Left,4,Petrol,2,black,56000,Automatic,Front,No
Hyundai,Sonata ,6700,2011,Silver,Sedan,178,Left,4,Petrol,2.4,,148000,Automatic,Front,Yes
VAZ(Lada),2115,3000,2008,black,Sedan,78,Left,4,Astragalus,1.6,black,175000,Mechanical,Front,No
Ford,Transit ,4700,2003,White,Furgon:,85,Left,4,Diesel,2,Grey,183000,Mechanical,Front,No
Kia,Optima ,12000,2017,White,Sedan,188,Left,4,Astragalus,2.4,black,23000,Automatic,Front,No
Nissan,Elgrand ,5200,2002,White,Minivan / Minibus,240,Right,6,Astragalus,3.5,Beige,100000,Automatic,Wheel drive,No
Ford,Transit ,6700,2007,White,Furgon:,100,Left,4,Diesel,2.4,Grey,250000,Mechanical,Rear,No
Mercedes-Benz,CLS 500 ,12200,2005,White,Coupe,306,Left,8,Petrol,5,black,82000,Automatic,Rear,No
Nissan,Elgrand ,5200,2002,White,Minivan / Minibus,240,Right,6,Astragalus,3.5,Beige,100000,Automatic,Wheel drive,No
